company,listing_date,issue_price,yahoo_symbol,ret_1d,basis,yahoo_first_date,yahoo_last_date,delisted,ret_6m,ret_12m,ret_24m,bottom_12m_pct,sessions_to_bottom,peak_24m_pct,sessions_to_peak,cg_ipo_id,current_ret,bottom_so_far_pct,bottom_so_far_session
Sejal Architectural Glass Ltd.,2008-07-01,115.0,532993.BO,-32.0,cg_bridge,2008-07-01,2010-09-08,False,-79.1,-68.3,-31.5,-83.6,107.0,-25.6,470.0,179,,,
Bafna Pharmaceuticals Ltd.,2008-06-27,40.0,532989.BO,-3.7,cg_bridge,2008-06-27,2010-09-03,False,-57.9,-36.6,28.7,-77.0,84.0,35.4,498.0,176,,,
Niraj Cement Structurals Ltd.,2008-06-19,190.0,NIRAJ.BO,0.1,cg_bridge,2008-06-19,2010-08-27,False,-90.0,-80.5,-72.8,-92.9,174.0,-55.5,296.0,175,,,
Anu's Laboratories Ltd.,2008-06-04,210.0,,,,,,,,,,,,,,174,,,
Gokul Refoils & Solvent Ltd.,2008-06-04,195.0,GOKUL.BO,-6.6,cg_bridge,2008-06-04,2010-08-12,False,-4.1,39.5,92.0,-11.8,99.0,100.7,463.0,173,,,
Aishwarya Telecom Ltd.,2008-05-07,35.0,532975.BO,159.6,cg_bridge,2008-05-07,2010-07-15,False,-64.9,-62.9,32.0,-74.7,203.0,68.9,418.0,172,,,
Kiri Dyes & Chemicals Ltd.,2008-04-22,150.0,532967.BO,6.0,cg_bridge,2008-04-22,2010-06-30,False,-18.4,-3.1,358.0,-48.3,216.0,461.8,450.0,170,,,
Titagarh Wagons Ltd.,2008-04-21,540.0,532966.BO,30.9,cg_bridge,2008-04-16,2010-06-29,False,1826.3,642.9,1135.2,20.2,2.0,3012.0,13.0,171,,,
Sita Shree Food Products Ltd.,2008-04-07,30.0,,,,,,,,,,,,,,169,,,
Gammon Infrastructure Projects Ltd.,2008-04-03,167.0,532959.BO,-81.6,yahoo_raw,2008-04-03,2010-06-11,False,-91.4,-93.5,-85.3,-95.8,144.0,-82.4,296.0,168,,,
V-Guard Industries Ltd.,2008-03-13,82.0,VGUARD.NS,-7.4,cg_bridge,2008-03-13,2010-05-21,False,-32.1,-50.1,11.4,-51.2,238.0,14.6,448.0,165,,,
Rural Electrification Corp.Ltd.,2008-03-12,105.0,,,,,,,,,,,,,,167,,,
GSS America Infotech Ltd.,2008-03-07,400.0,532951.BO,25.2,cg_bridge,2008-03-07,2010-05-14,False,-33.2,-73.2,-20.7,-75.9,217.0,-13.1,467.0,166,,,
Tulsi Extrusions Ltd.,2008-02-25,85.0,,,,,,,,,,,,,,163,,,
IRB Infrastructure Developers Ltd.,2008-02-25,185.0,IRB.BO,2.5,cg_bridge,2008-02-25,2010-05-04,False,-16.5,-45.1,36.4,-63.1,185.0,49.1,460.0,156,,,
Bang Overseas Ltd.,2008-02-20,207.0,BANG.NS,-15.9,cg_bridge,2008-02-20,2010-04-29,False,18.7,-53.5,-76.8,-53.5,242.0,-40.6,284.0,159,,,
OnMobile Global Ltd.,2008-02-19,440.0,ONMOBILE.BO,17.8,cg_bridge,2008-02-19,2010-04-28,False,17.3,-47.7,-10.4,-55.2,174.0,47.2,350.0,155,,,
KNR Constructions Ltd.,2008-02-18,170.0,KNRCON.NS,-8.9,cg_bridge,2008-02-18,2010-04-27,False,-59.8,-77.3,-23.6,-87.3,190.0,-19.4,475.0,158,,,
Cords Cable Industries Ltd.,2008-02-13,135.0,532941.BO,3.3,cg_bridge,2008-02-13,2010-04-22,False,-32.6,-74.5,-67.2,-78.3,240.0,-56.3,330.0,154,,,
J.Kumar Infraprojects Ltd.,2008-02-12,110.0,JKIL.BO,-6.0,cg_bridge,2008-02-12,2010-04-21,False,-15.9,-43.0,71.8,-49.0,231.0,76.7,462.0,153,,,
Reliance Power Ltd.,2008-02-11,450.0,RPOWER.BO,-17.3,cg_bridge,2008-02-11,2010-04-20,False,-39.5,-63.3,-49.9,-68.0,174.0,-28.8,323.0,128,,,
Future Capital Holdings Ltd.,2008-02-01,765.0,,,,,,,,,,,,,,151,,,
Shriram EPC Ltd.,,300.0,,,,,,,,,,,,,,162,,,
MBL Infrastructures Ltd.,2010-01-11,180.0,533152.BO,14.7,cg_bridge,2010-01-11,2012-03-20,False,37.8,9.6,-31.0,-7.2,222.0,19.2,247.0,210,,,
D B Corp Ltd.,2010-01-06,212.0,533151.BO,25.4,cg_bridge,2010-01-06,2012-03-15,False,10.5,23.7,-13.2,6.5,96.0,36.9,203.0,213,,,
Godrej Properties Ltd.,2010-01-05,490.0,GODREJPROP.NS,9.6,cg_bridge,2010-01-05,2012-03-14,False,26.6,25.8,28.1,-5.0,35.0,66.3,389.0,212,,,
JSW Energy Ltd.,2010-01-04,100.0,533148.BO,0.8,cg_bridge,2010-01-04,2012-03-13,False,24.6,0.3,-59.6,-6.1,249.0,0.3,253.0,211,,,
Cox & Kings (India) Ltd.,2009-12-11,330.0,,,,,,,,,,,,,,209,,,
Astec LifeSciences Ltd.,2009-11-25,82.0,533138.BO,2.4,cg_bridge,2009-11-25,2012-02-02,False,-29.7,-19.8,-63.8,-44.1,62.0,10.8,215.0,208,,,
Den Networks Ltd.,2009-11-24,195.0,533137.BO,-16.2,cg_bridge,2009-11-24,2012-02-01,False,1.0,9.5,-70.7,-19.6,2.0,22.4,194.0,207,,,
Indiabulls Power Ltd.,2009-10-30,45.0,533122.BO,-12.2,cg_bridge,2009-10-30,2012-01-06,False,-32.8,-38.2,-74.5,-41.7,209.0,-31.0,244.0,206,,,
Thinksoft Global Services Ltd.,2009-10-26,125.0,533121.BO,31.5,cg_bridge,2009-10-26,2012-01-03,False,32.7,-8.3,-62.6,-13.9,247.0,-1.5,248.0,205,,,
Euro Multivision Ltd.,2009-10-15,75.0,533109.BO,-28.6,cg_bridge,2009-10-15,2011-12-23,False,-60.7,-60.7,-90.9,-69.1,150.0,-53.3,195.0,204,,,
Pipavav Shipyard Ltd.,2009-10-09,58.0,533107.BO,26831.0,yahoo_raw,2009-10-09,2011-12-16,False,40509.9,39300.9,37570.3,23986.2,17.0,55089.7,217.0,203,,,
Oil India Ltd.,2009-09-30,1050.0,OIL.NS,8.7,cg_bridge,2009-09-30,2011-12-08,False,10.0,43.1,28.5,5.4,114.0,54.3,237.0,201,,,
Globus Spirits Ltd.,2009-09-23,100.0,533104.BO,-9.0,cg_bridge,2009-09-23,2011-12-01,False,30.4,66.7,8.4,-24.5,17.0,91.0,213.0,161,,,
Jindal Cotex Ltd.,2009-09-22,75.0,,,,,,,,,,,,,,202,,,
NHPC Ltd.,2009-09-01,36.0,533098.BO,2.1,cg_bridge,2009-09-01,2011-11-09,False,-9.3,-15.3,-32.4,-22.3,181.0,-5.7,276.0,200,,,
Adani Power Ltd.,2009-08-20,100.0,533096.BO,0.1,cg_bridge,2009-08-20,2011-10-28,False,7.1,39.9,-15.3,-9.0,54.0,43.3,267.0,199,,,
Raj Oil Mills Ltd.,2009-08-12,120.0,533093.BO,-0.6,cg_bridge,2009-08-12,2011-10-20,False,-43.7,-57.4,-79.1,-61.0,249.0,-47.9,304.0,198,,,
Excel Infoways Ltd.,2009-08-03,85.0,533090.BO,12.8,cg_bridge,2009-08-03,2011-10-11,False,-40.1,-41.6,-80.5,-55.9,165.0,-26.7,185.0,197,,,
Mahindra Holidays & Resorts India Ltd.,2009-07-16,300.0,533088.BO,5.8,cg_bridge,2009-07-16,2011-09-23,False,53.5,78.1,25.2,5.8,0.0,88.5,256.0,196,,,
Edserv Softsystems Ltd.,2009-03-02,60.0,,,,,,,,,,,,,,194,,,
C.Mahendra Exports Ltd.,2011-01-20,110.0,,,,,,,,,,,,,,290,,,
Shekhawati Poly-Yarn Ltd.,2011-01-12,30.0,533301.BO,58.3,cg_bridge,2011-01-12,2013-03-21,False,-0.5,-25.8,74.0,-31.5,177.0,99.3,474.0,289,,,
Punjab & Sind Bank,2010-12-30,120.0,533295.BO,6.0,cg_bridge,2010-12-30,2013-03-08,False,-16.6,-49.8,-40.5,-49.9,252.0,-24.9,287.0,288,,,
Ravikumar Distilleries Ltd.,2010-12-27,64.0,533294.BO,25.1,cg_bridge,2010-12-27,2013-03-05,False,-65.9,-78.9,-79.3,-85.6,249.0,-73.9,263.0,286,,,
A2Z Maintenance & Engineering Services Ltd.,2010-12-23,400.0,533292.BO,-17.9,cg_bridge,2010-12-23,2013-03-01,False,-40.3,-77.1,-85.6,-77.2,251.0,-64.7,291.0,287,,,
Claris Lifesciences Ltd.,2010-12-20,228.0,,,,,,,,,,,,,,284,,,
MOIL Ltd.,2010-12-15,375.0,533286.BO,24.0,cg_bridge,2010-12-15,2013-02-21,False,-8.0,-40.1,-31.0,-40.6,237.0,-22.8,390.0,282,,,
RPP Infra Projects Ltd.,2010-12-06,75.0,533284.BO,-8.1,cg_bridge,2010-12-06,2013-02-12,False,1.9,-17.4,-44.7,-27.1,46.0,10.5,144.0,281,,,
Gravita India Ltd.,2010-11-16,125.0,533282.BO,67.8,cg_bridge,2010-11-16,2013-01-23,False,185.8,251.8,588.9,54.3,17.0,679.4,417.0,280,,,
Coal India Ltd.,2010-11-04,245.0,533278.BO,39.8,cg_bridge,2010-11-04,2013-01-11,False,50.2,33.3,43.1,19.2,77.0,69.4,143.0,258,,,
Gyscoal Alloys Ltd.,2010-10-27,71.0,533275.BO,15.0,cg_bridge,2010-10-27,2013-01-03,False,-77.7,-71.7,-78.8,-88.2,210.0,-63.5,247.0,278,,,
Prestige Estates Projects Ltd.,2010-10-27,183.0,533274.BO,5.6,cg_bridge,2010-10-27,2013-01-03,False,-14.0,-47.7,-14.2,-52.7,237.0,-14.2,505.0,277,,,
BS Transcomm Ltd.,2010-10-27,248.0,,,,,,,,,,,,,,276,,,
Oberoi Realty Ltd.,2010-10-20,260.0,533273.BO,8.8,cg_bridge,2010-10-20,2012-12-27,False,-3.3,-9.8,3.4,-17.3,87.0,19.6,336.0,275,,,
Commercial Engineers & Body Builders Co.Ltd.,2010-10-18,127.0,533272.BO,-11.1,cg_bridge,2010-10-18,2012-12-24,False,-67.5,-68.6,-19.8,-77.2,80.0,-18.5,498.0,274,,,
Ashoka Buildcon Ltd.,2010-10-14,324.0,533271.BO,2.1,cg_bridge,2010-10-14,2012-12-21,False,-13.0,-26.7,-29.6,-26.7,253.0,-17.6,461.0,270,,,
Bedmutha Industries Ltd.,2010-10-14,102.0,533270.BO,75.6,cg_bridge,2010-10-14,2012-12-21,False,22.9,5.1,-87.6,-31.8,31.0,38.8,195.0,273,,,
Sea TV Network Ltd.,2010-10-14,100.0,533268.BO,6.0,cg_bridge,2010-10-14,2012-12-21,False,-75.0,-81.2,-31.3,-83.2,172.0,-21.4,491.0,272,,,
VA Tech Wabag Ltd.,2010-10-13,1310.0,533269.BO,30.4,cg_bridge,2010-10-13,2012-12-20,False,-4.2,-30.4,-8.6,-34.3,247.0,-1.7,439.0,259,,,
Tecpro Systems Ltd.,2010-10-12,355.0,,,,,,,,,,,,,,269,,,
Cantabil Retail India Ltd.,2010-10-12,135.0,533267.BO,-22.2,cg_bridge,2010-10-12,2012-12-19,False,-67.8,-81.8,-85.7,-81.9,252.0,-81.8,253.0,271,,,
Gallantt Ispat Ltd.,2010-10-11,50.0,GALLANTT.NS,62.1,cg_bridge,2010-10-06,2012-12-18,False,2.6,5.9,44.0,-28.5,211.0,82.8,268.0,268,,,
Ramky Infrastructure Ltd.,2010-10-08,450.0,533262.BO,-13.9,cg_bridge,2010-10-08,2012-12-14,False,-37.2,-54.4,-75.0,-54.4,252.0,-44.9,341.0,265,,,
Orient Green Power Co.Ltd.,2010-10-08,47.0,533263.BO,-4.9,cg_bridge,2010-10-08,2012-12-14,False,-44.2,-68.1,-77.4,-74.2,218.0,-66.5,239.0,266,,,
Electrosteel Steels Ltd.,2010-10-08,11.0,,,,,,,,,,,,,,267,,,
Career Point Infosystems Ltd.,2010-10-06,310.0,533260.BO,102.6,cg_bridge,2010-10-06,2012-12-13,False,13.1,-21.3,-47.7,-21.3,252.0,-8.4,273.0,263,,,
Eros International Media Ltd.,2010-10-06,175.0,533261.BO,8.7,cg_bridge,2010-10-06,2012-12-13,False,-14.1,32.8,-8.7,-28.5,116.0,55.6,260.0,261,,,
Microsec Financial Services Ltd.,2010-10-05,118.0,533259.BO,-5.6,cg_bridge,2010-10-05,2012-12-12,False,-63.7,-75.2,-74.6,-78.8,221.0,-72.1,278.0,264,,,
Indosolar Ltd.,2010-09-29,29.0,533257.BO,-18.3,cg_bridge,2010-09-29,2012-12-06,False,-39.0,-68.7,-84.1,-72.0,230.0,-63.9,246.0,260,,,
Gujarat Pipavav Port Ltd.,2010-09-09,46.0,533248.BO,17.5,cg_bridge,2010-09-09,2012-11-16,False,30.5,43.7,6.1,7.8,106.0,59.2,225.0,256,,,
Prakash Steelage Ltd.,2010-08-25,110.0,533239.BO,68.5,cg_bridge,2010-08-25,2012-11-01,False,11.0,12.2,55.8,8.7,131.0,57.5,500.0,255,,,
Bajaj Corp Ltd.,2010-08-18,660.0,533229.BO,15.0,cg_bridge,2010-08-18,2012-10-25,False,-19.8,-17.6,31.6,-43.0,120.0,31.6,505.0,254,,,
SKS Microfinance Ltd.,2010-08-16,985.0,,,,,,,,,,,,,,253,,,
Midfield Industries Ltd.,2010-08-04,133.0,,,,,,,,,,,,,,251,,,
Aster Silicates Ltd.,2010-07-28,118.0,,,,,,,,,,,,,,249,,,
Hindustan Media Ventures Ltd.,2010-07-21,166.0,533217.BO,13.8,cg_bridge,2010-07-21,2012-09-27,False,1.6,-19.0,-29.6,-22.4,173.0,-5.1,204.0,250,,,
Technofab Engineering Ltd.,2010-07-16,240.0,533216.BO,23.2,yahoo_raw,2010-07-16,2012-09-21,False,-28.6,-44.5,-39.6,-50.8,145.0,-28.5,178.0,248,,,
Parabolic Drugs Ltd.,2010-07-01,75.0,,,,,,,,,,,,,,247,,,
Jaypee Infratech Ltd.,2010-05-21,102.0,,,,,,,,,,,,,,243,,,
SJVN Ltd.,2010-05-20,26.0,533206.BO,-3.5,cg_bridge,2010-05-20,2012-07-27,False,-7.9,-18.1,-28.1,-24.8,211.0,-11.7,326.0,241,,,
Mandhana Industries Ltd.,2010-05-19,130.0,533204.BO,39041.0,yahoo_raw,2010-05-19,2012-07-26,False,79500.0,52629.8,72895.9,39041.0,0.0,91712.3,159.0,242,,,
Tarapur Transformers Ltd.,2010-05-18,75.0,533203.BO,-23.5,cg_bridge,2010-05-18,2012-07-25,False,-52.0,-71.5,-81.7,-71.6,251.0,-68.9,301.0,239,,,
Nitesh Estates Ltd.,2010-05-13,54.0,533202.BO,-5.6,yahoo_raw,2010-05-13,2012-07-20,False,-22.6,-48.7,-74.0,-62.9,190.0,-46.6,228.0,240,,,
Talwalkars Better value Fitness Ltd.,2010-05-10,128.0,533200.BO,27.5,cg_bridge,2010-05-10,2012-07-17,False,123.3,73.2,17.3,27.5,0.0,131.0,143.0,238,,,
Goenka Diamond & Jewels Ltd.,2010-04-16,135.0,533189.BO,-5.5,cg_bridge,2010-04-16,2012-06-22,False,-26.7,-51.8,-25.1,-59.3,207.0,-25.1,503.0,237,,,
Intrasoft Technologies Ltd.,2010-04-12,145.0,533181.BO,9.9,cg_bridge,2010-04-12,2012-06-19,False,-31.2,-52.7,-63.4,-55.1,213.0,-48.1,215.0,236,,,
Shree Ganesh Jewellery House Ltd.,2010-04-09,260.0,,,,,,,,,,,,,,235,,,
Persistent Systems Ltd.,2010-04-06,310.0,PERSISTENT.NS,31.1,cg_bridge,2010-04-06,2012-06-13,False,41.9,31.2,4.8,10.7,242.0,33.2,255.0,234,,,
Pradip Overseas Ltd.,2010-04-05,110.0,,,,,,,,,,,,,,232,,,
IL&FS Transportation Networks Ltd.,2010-03-30,258.0,533177.BO,6.4,cg_bridge,2010-03-30,2012-06-06,False,28.1,-7.8,-28.0,-25.6,237.0,-2.0,256.0,233,,,
DQ Entertainment (International) Ltd.,2010-03-29,80.0,533176.BO,35.7,cg_bridge,2010-03-29,2012-06-05,False,37.8,-26.9,-70.6,-26.9,253.0,-13.1,260.0,231,,,
United Bank of India,2010-03-18,66.0,,,,,,,,,,,,,,229,,,
Man Infraconstruction Ltd.,2010-03-11,252.0,MANINFRA.NS,38.8,cg_bridge,2010-03-11,2012-05-18,False,34.0,-43.3,-44.7,-48.8,231.0,-31.8,241.0,228,,,
Texmo Pipes & Products Ltd.,2010-03-10,90.0,533164.BO,52.4,cg_bridge,2010-03-10,2012-05-17,False,-39.5,-62.1,-74.3,-64.0,244.0,-45.3,273.0,227,,,
ARSS Infrastructure Projects Ltd.,2010-03-03,450.0,533163.BO,63.9,cg_bridge,2010-03-03,2012-05-10,False,181.2,34.4,-72.2,15.4,239.0,63.8,244.0,226,,,
Hathway Cable & Datacom Ltd.,2010-02-25,240.0,533162.BO,-13.5,cg_bridge,2010-02-25,2012-05-04,False,-15.9,-49.5,-34.8,-51.3,252.0,-24.0,495.0,225,,,
Emmbi Polyarns Ltd.,2010-02-24,45.0,533161.BO,-36.1,cg_bridge,2010-02-24,2012-05-03,False,-59.4,-69.6,-70.3,-69.6,253.0,-64.6,498.0,222,,,
D B Realty Ltd.,2010-02-24,468.0,533160.BO,-2.5,cg_bridge,2010-02-24,2012-05-03,False,-7.6,-77.4,-83.2,-77.4,253.0,-74.5,258.0,224,,,
Aqua Logistics Ltd.,2010-02-23,220.0,,,,,,,,,,,,,,216,,,
Thangamayil Jewellery Ltd.,2010-02-19,75.0,533158.BO,-5.3,cg_bridge,2010-02-19,2012-04-27,False,104.3,121.9,132.3,-13.5,2.0,147.1,295.0,219,,,
Syncom Healthcare Ltd.,2010-02-15,75.0,,,,,,,,,,,,,,220,,,
Vascon Engineers Ltd.,2010-02-15,165.0,533156.BO,-10.3,cg_bridge,2010-02-16,2012-04-24,False,4.5,-37.1,-66.2,-41.8,249.0,-30.7,289.0,221,,,
Jubilant Foodworks Ltd.,2010-02-08,145.0,533155.BO,58.0,cg_bridge,2010-02-08,2012-04-17,False,219.3,242.8,553.7,51.8,10.0,590.3,397.0,218,,,
Infinite Computer Solutions India Ltd.,2010-02-03,165.0,,,,,,,,,,,,,,214,,,
Indo Thai Securities Ltd.,2011-11-02,74.0,533676.BO,-68.7,cg_bridge,2011-11-02,2014-01-09,False,-85.2,-84.5,-81.8,-87.1,189.0,-78.0,295.0,333,,,
M & B Switchgears Ltd.,2011-10-20,186.0,533644.BO,71.2,cg_bridge,2011-10-20,2013-12-27,False,-63.9,-11.1,31.5,-72.2,58.0,39.9,324.0,330,,,
Flexituff International Ltd.,2011-10-19,155.0,533638.BO,6.8,cg_bridge,2011-10-19,2013-12-26,False,59.8,22.1,42.8,2.3,2.0,134.2,149.0,329,,,
Taksheel Solutions Ltd.,2011-10-19,150.0,,,,,,,,,,,,,,326,,,
Onelife Capital Advisors Ltd.,2011-10-17,110.0,533632.BO,32.7,cg_bridge,2011-10-17,2013-12-24,False,174.7,626.0,160.6,32.7,0.0,650.9,290.0,332,,,
Tijaria Polypipes Ltd.,2011-10-14,60.0,533629.BO,-69.0,cg_bridge,2011-10-14,2013-12-20,False,-86.5,-85.4,-93.8,-89.9,222.0,-83.1,247.0,327,,,
RDB Rasayans Ltd.,2011-10-07,79.0,533608.BO,-66.5,cg_bridge,2011-10-07,2013-12-13,False,-86.7,-82.9,-87.3,-91.3,41.0,-76.7,132.0,328,,,
Prakash Constrowell Ltd.,2011-10-04,138.0,533605.BO,66.7,cg_bridge,2011-10-04,2013-12-11,False,-19.1,14.7,-94.0,-38.9,102.0,71.4,337.0,325,,,
PG Electroplast Ltd.,2011-09-26,210.0,533581.BO,97.8,cg_bridge,2011-09-26,2013-12-03,False,-3.1,6.1,-31.8,-38.6,70.0,87.3,321.0,324,,,
Vaswani Industries Ltd.,2011-09-20,49.0,,,,,,,,,,,,,,305,,,
SRS Ltd.,2011-09-16,58.0,,,,,,,,,,,,,,320,,,
TD Power Systems Ltd.,2011-09-08,256.0,533553.BO,7.5,cg_bridge,2011-09-08,2013-11-15,False,-5.3,1.3,-15.9,-16.0,60.0,28.0,151.0,323,,,
Brooks Laboratories Ltd.,2011-09-05,100.0,533543.BO,-38.5,cg_bridge,2011-09-06,2013-11-12,False,-78.7,-80.9,-83.2,-85.2,81.0,-68.4,112.0,322,,,
Tree House Education & Accessories Ltd.,2011-08-26,135.0,533540.BO,-12.9,cg_bridge,2011-08-29,2013-11-01,False,46.8,73.9,68.9,-14.2,9.0,106.9,473.0,321,,,
L&T Finance Holdings Ltd.,2011-08-12,52.0,533519.BO,-3.7,cg_bridge,2011-08-12,2013-10-18,False,-6.8,-13.9,7.5,-21.2,189.0,81.8,350.0,318,,,
Inventure Growth & Securities Ltd.,2011-08-04,117.0,533506.BO,76.7,cg_bridge,2011-08-05,2013-10-11,False,111.1,-16.0,-77.3,-16.0,251.0,-16.0,251.0,319,,,
Bharatiya Global Infomedia Ltd.,2011-07-28,82.0,533499.BO,-63.5,cg_bridge,2011-07-29,2013-10-04,False,-89.8,-92.3,-93.6,-93.1,216.0,-87.4,298.0,317,,,
Readymade Steel India Ltd.,2011-07-13,108.0,533482.BO,-38.5,cg_bridge,2011-07-13,2013-09-19,False,-38.4,-30.6,-36.1,-66.6,19.0,1.2,339.0,316,,,
Birla Pacific Medspa Ltd.,2011-07-07,10.0,,,,,,,,,,,,,,314,,,
Rushil Decor Ltd.,2011-07-07,72.0,533470.BO,66.0,cg_bridge,2011-07-07,2013-09-13,False,80.2,183.3,-53.8,48.2,31.0,377.1,378.0,315,,,
Timbor Home Ltd.,2011-06-22,63.0,,,,,,,,,,,,,,312,,,
VMS Industries Ltd.,2011-06-14,40.0,533427.BO,-28.7,cg_bridge,2011-06-14,2013-08-21,False,-38.5,44.6,-42.0,-74.0,47.0,231.6,212.0,313,,,
Aanjaneya Lifecare Ltd.,2011-05-27,234.0,,,,,,,,,,,,,,308,,,
Sanghvi Forging & Engineering Ltd.,2011-05-23,85.0,,,,,,,,,,,,,,307,,,
Innoventive Industries Ltd.,2011-05-13,117.0,,,,,,,,,,,,,,303,,,
Servalakshmi Paper Ltd.,2011-05-12,29.0,,,,,,,,,,,,,,301,,,
Future Ventures India Ltd.,2011-05-10,10.0,533400.BO,-17.0,yahoo_raw,2011-05-10,2013-07-17,False,-12.6,-15.1,-5.0,-20.5,10.0,4.9,468.0,304,,,
Paramount Printpackaging Ltd.,2011-05-09,35.0,,,,,,,,,,,,,,302,,,
Muthoot Finance Ltd.,2011-05-06,175.0,533398.BO,0.5,cg_bridge,2011-05-06,2013-07-12,False,3.0,-33.6,-23.3,-33.6,251.0,31.7,420.0,300,,,
Shilpi Cable Technologies Ltd.,2011-04-08,69.0,,,,,,,,,,,,,,299,,,
PTC India Financial Services Ltd.,2011-03-30,28.0,533344.BO,-11.1,cg_bridge,2011-03-30,2013-06-06,False,-44.5,-46.8,-50.0,-64.9,185.0,-30.4,418.0,298,,,
Lovable Lingerie Ltd.,2011-03-24,205.0,533343.BO,21.7,cg_bridge,2011-03-24,2013-05-31,False,141.5,81.2,22.3,19.8,5.0,205.4,114.0,297,,,
Fineotex Chemical Ltd.,2011-03-11,70.0,533333.BO,101.3,cg_bridge,2011-03-11,2013-05-17,False,331.8,-18.3,-68.3,-23.3,214.0,-5.0,232.0,294,,,
Sudar Garments Ltd.,2011-03-11,77.0,,,,,,,,,,,,,,295,,,
Acropetal Technologies Ltd.,2011-03-10,90.0,,,,,,,,,,,,,,296,,,
Omkar Speciality Chemicals Ltd.,2011-02-10,98.0,533317.BO,-52.6,cg_bridge,2011-02-10,2013-04-19,False,-37.9,-41.2,34.7,-72.2,28.0,50.3,486.0,293,,,
Midvalley Entertainment Ltd.,2011-01-27,70.0,,,,,,,,,,,,,,291,,,
Bharti Infratel Ltd.,2012-12-28,220.0,534816.BO,-12.9,cg_bridge,2012-12-28,2015-03-06,False,-30.7,-23.3,51.6,-40.7,166.0,60.1,497.0,360,,,
PC Jeweller Ltd.,2012-12-27,135.0,534809.BO,10.5,cg_bridge,2012-12-27,2015-03-06,False,-30.9,-34.7,56.5,-48.7,138.0,91.6,436.0,359,,,
Credit Analysis & Research Ltd.,2012-12-26,750.0,534804.BO,23.0,cg_bridge,2012-12-26,2015-03-05,False,-19.6,-2.7,91.7,-40.4,151.0,109.1,438.0,358,,,
Tara Jewels Ltd.,2012-12-06,230.0,534756.BO,-0.0,yahoo_raw,2012-12-06,2015-02-13,False,-41.4,-62.5,-61.8,-63.5,204.0,-40.4,285.0,356,,,
VKS Projects Ltd.,2012-07-18,55.0,,,,,,,,,,,,,,345,,,
Speciality Restaurants Ltd.,2012-05-30,150.0,534425.BO,6.4,cg_bridge,2012-05-30,2014-08-07,False,19.6,14.8,-2.1,0.3,185.0,24.1,223.0,342,,,
Tribhovandas Bhimji Zaveri Ltd.,2012-05-09,120.0,534369.BO,-7.5,cg_bridge,2012-05-09,2014-07-17,False,80.1,88.5,16.8,-25.7,69.0,138.9,138.0,339,,,
MT Educare Ltd.,2012-04-12,80.0,534312.BO,12.9,cg_bridge,2012-04-12,2014-06-20,False,32.2,6.6,12.1,-11.4,236.0,33.6,395.0,338,,,
National Buildings Construction Corp.Ltd.,2012-04-12,106.0,534309.BO,-8.5,cg_bridge,2012-04-13,2014-06-20,False,33.4,25.8,77.6,-22.3,24.0,85.7,184.0,337,,,
Olympic Cards Ltd.,2012-03-28,30.0,534190.BO,-5.0,cg_bridge,2012-03-28,2014-06-05,False,46.5,97.3,-7.3,-6.0,1.0,135.2,220.0,336,,,
Multi Commodity Exchange of India Ltd.,2012-03-09,1032.0,534091.BO,25.6,cg_bridge,2012-03-09,2014-05-16,False,14.8,-6.0,-49.4,-16.5,56.0,54.5,183.0,177,,,
Just Dial Ltd.,2013-06-05,530.0,535648.BO,15.5,cg_bridge,2013-06-05,2015-08-13,False,130.3,151.6,110.1,14.3,1.0,249.9,294.0,377,,,
Repco Home Finance Ltd.,2013-04-01,172.0,535322.BO,-5.9,cg_bridge,2013-04-01,2015-06-09,False,43.5,96.0,272.7,-5.9,0.0,318.0,455.0,369,,,
V-Mart Retail Ltd.,2013-02-20,210.0,534976.BO,-3.2,cg_bridge,2013-03-11,2015-04-30,False,-6.1,49.2,222.9,-38.6,59.0,228.4,402.0,363,,,
Monte Carlo Fashions Ltd.,2014-12-19,645.0,538836.BO,-12.1,cg_bridge,2014-12-19,2017-02-24,False,-20.4,-28.7,-41.7,-35.2,244.0,-15.3,255.0,437,,,
Shemaroo Entertainment Ltd.,2014-10-01,170.0,538685.BO,0.6,cg_bridge,2014-10-01,2016-12-08,False,8.4,63.6,82.9,-13.9,12.0,111.3,447.0,431,,,
Sharda Cropchem Ltd.,2014-09-23,156.0,538666.BO,48.0,cg_bridge,2014-09-23,2016-11-30,False,90.0,82.8,156.2,48.0,0.0,156.2,504.0,430,,,
Snowman Logistics Ltd.,2014-09-12,47.0,538635.BO,69.8,cg_bridge,2014-09-12,2016-11-18,False,80.5,114.1,53.3,64.4,135.0,147.9,215.0,428,,,
Wonderla Holidays Ltd.,2014-09-05,125.0,538268.BO,26.2,cg_bridge,2014-09-02,2016-11-11,False,10.1,11.3,64.8,-1.0,196.0,67.5,497.0,418,,,
Narayana Hrudayalaya Ltd.,2016-01-06,250.0,539551.BO,34.8,cg_bridge,2016-01-06,2018-03-15,False,25.6,36.2,18.6,11.6,36.0,44.7,203.0,513,,,
Dr.Lal PathLabs Ltd.,2015-12-23,550.0,539524.BO,50.0,cg_bridge,2015-12-23,2018-03-01,False,54.1,89.3,60.3,31.5,16.0,127.0,185.0,511,,,
Alkem Laboratories Ltd.,2015-12-23,1050.0,539523.BO,31.6,cg_bridge,2015-12-23,2018-03-01,False,31.3,53.2,104.2,13.0,97.0,110.7,314.0,512,,,
